Institute_code,Academic_program_name,OPEN_Gender_Neutral_OR,OPEN_Gender_Neutral_CR,OPEN_Female_Only_OR,OPEN_Female_Only_CR,OBC_NCL_Gender_Neutral_OR,OBC_NCL_Gender_Neutral_CR,OBC_NCL_Female_Only_OR,OBC_NCL_Female_Only_CR,SC_Gender_Neutral_OR,SC_Gender_Neutral_CR,SC_Female_Only_OR,SC_Female_Only_CR,ST_Gender_Neutral_OR,ST_Gender_Neutral_CR,ST_Female_Only_OR,ST_Female_Only_CR,Avg_branch_ctc,Seat_capacity
106,"Chemical Engineering (4 Years, Bachelor of Technology)",2967,4944,6790,9623,1905,2401,4280,4577,1022,1481,595,2053,431,722,646,646,27.7,91
106,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4542,5184,11076,12507,2568,2759,5430,5430,1399,1622,2414,2414,436,436,665,665,32.8,95
106,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",4125,5435,9580,13375,2093,2389,3820,3820,1826,2028,3047,3047,914,982,684,684,25.4,89
106,"Economics (4 Years, Bachelor of Science)",4167,5847,11081,12599,1838,3076,4769,5561,1369,1959,3660,3660,1007,1089,1460,1460,31.5,91
106,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",4784,6317,11898,12938,2653,3195,6130,6221,1577,1894,2920,2920,826,1052,1435,1435,23.1,66
106,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5328,6477,10696,11555,2675,3096,4867,5701,1408,1680,1999,1999,746,766,1454,1454,26.9,67
106,"Civil Engineering (4 Years, Bachelor of Technology)",5234,7177,11247,13732,1991,3007,5124,5507,824,1526,941,2295,445,527,686,686,23.3,94
106,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",6024,7325,9998,12850,2674,3412,5926,6461,1286,1967,2786,2850,869,1009,1256,1256,25.9,85
106,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",5552,8168,13443,15454,3302,3617,6696,6696,2048,2131,3929,3929,1111,1111,1275,1275,22.1,76
106,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",6223,8389,12174,13369,3241,3753,3530,3530,1818,2325,3215,3215,1068,1107,1294,1294,31,73
106,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",7250,8769,14856,15831,3021,3275,7244,7526,1552,1859,3330,3330,591,645,1313,1313,28.8,60
106,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7752,9115,14312,15393,3533,3773,5855,7147,2196,2520,3349,3349,1071,1098,1332,1332,32.6,93
106,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",8035,9668,14369,16066,3318,4002,6992,7470,1895,2240,3713,3713,1158,1252,1584,1584,31.5,73
106,"Mining Engineering (4 Years, Bachelor of Technology)",7326,9827,16389,17675,2769,3926,6826,7326,1685,2279,3017,3331,794,1115,1524,1524,34.8,61
106,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2418,9958,13489,15198,3876,4421,7660,7660,1931,2649,3340,3340,1219,1239,1505,1505,33.7,68
106,"Physics (4 Years, Bachelor of Science)",6583,10216,14100,17307,3849,5022,8524,8536,2025,2975,2752,2752,1355,1485,79,79,33.8,85
106,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1348,10280,16050,16450,3898,4140,6642,6804,2011,2509,2903,2903,931,1237,1644,1644,33.1,65
106,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",8552,10681,16613,17722,4031,4626,7257,7672,1995,2699,3649,3649,1310,1334,1663,1663,31.9,89
106,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9777,11458,17667,19098,4241,4650,8249,8249,2603,2704,3858,3858,860,1394,1682,1682,33.3,66
106,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",10341,11757,16210,18756,4502,5033,8241,8294,2529,2839,3413,3413,1162,1333,265,265,25.3,72
106,"Exploration Geophysics (4 Years, Bachelor of Science)",9378,12385,19398,19695,4199,5394,8756,8756,2680,3258,4236,4236,1431,1458,569,569,25.5,62
106,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",11622,12780,19151,20146,4679,5189,8269,8269,2715,2842,4003,4003,1298,1298,588,588,21.1,97
106,"Chemistry (4 Years, Bachelor of Science)",9884,13511,16588,18465,3709,5575,7562,7562,2670,3165,3931,3931,1305,1421,423,423,32.3,74
106,"Applied Geology (4 Years, Bachelor of Science)",10331,14206,18510,20588,4834,5648,7264,7264,2801,3225,3966,3966,1365,1486,540,540,30.2,99
106,"Architecture (5 Years, Bachelor of Architecture)",13944,23337,17836,24626,6706,8789,7283,7283,2673,3671,4121,4121,1545,188,763,763,30.1,95
107,"Computer Science and Engineering (4 Years, Bachelor of Technology)",374,674,636,1300,162,256,598,650,110,149,295,321,7,57,117,117,30.2,84
107,"Artificial Intelligence (4 Years, Bachelor of Technology)",568,926,1625,1845,169,367,721,798,172,216,579,579,77,91,136,136,24.6,84
107,"Mathematics and Computing (4 Years, Bachelor of Technology)",869,1098,1914,1914,395,493,871,871,264,311,542,542,138,138,155,155,28.1,68
107,"Computational Engineering (4 Years, Bachelor of Technology)",1304,1884,4843,4866,822,969,1320,1320,522,732,1280,1280,425,426,1016,1016,24.5,79
107,"Electrical Engineering (4 Years, Bachelor of Technology)",1056,2196,2972,3787,593,1079,1426,1683,656,752,753,1079,130,203,605,605,31.9,61
107,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",1716,2310,3629,4527,526,1119,1562,1562,435,750,1054,1054,106,274,624,624,32.5,74
107,"Engineering Science (4 Years, Bachelor of Technology)",1956,4079,5513,6124,1165,1984,2077,3375,851,1509,1940,1940,484,833,1381,1381,28.2,80
107,"Mechanical Engineering (4 Years, Bachelor of Technology)",2403,4976,7694,9449,1234,2354,2918,4176,1055,1394,1948,2036,311,540,1400,1400,21.3,86
107,"Engineering Physics (4 Years, Bachelor of Technology)",3244,5537,7769,8321,2344,2923,4755,5480,1142,1860,2939,2939,1099,1132,1419,1419,23.1,75
107,"Chemical Engineering (4 Years, Bachelor of Technology)",4705,7123,6743,11677,2450,2976,3978,3981,1575,1675,2312,2312,562,708,910,910,22.3,71
107,"Civil Engineering (4 Years, Bachelor of Technology)",6611,9303,10668,14111,3137,3484,4563,4907,1380,1914,2419,2448,428,612,1018,1018,24.5,65
107,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",8067,9785,13873,15007,3335,3850,5412,6179,1832,2246,2494,2494,1005,1035,1037,1037,24.4,93
107,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",7054,10482,11762,15098,3707,4223,6361,6361,2384,2611,2886,2886,1141,1284,1056,1056,23.8,85
107,"Biomedical Engineering (4 Years, Bachelor of Technology)",7318,11025,7807,15025,2745,3944,6170,6968,1831,2466,2950,2950,1301,1323,1075,1075,25.1,82
107,"Industrial Chemistry (4 Years, Bachelor of Technology)",9603,11271,16061,16065,3307,4391,6559,6559,2194,2365,3213,3213,1193,1223,1044,1044,25.4,80
108,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1616,2408,4333,6040,816,1363,2165,2613,469,697,1130,1442,256,367,863,863,28.6,95
108,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",2271,3350,3219,8090,1171,1726,2940,3145,758,924,1635,1907,360,449,886,886,32.6,74
108,"Electrical Engineering (4 Years, Bachelor of Technology)",3958,6898,8870,10959,2410,2959,3765,5034,1398,1876,2557,2632,213,724,1126,1126,31.6,98
108,"Mechanical Engineering (4 Years, Bachelor of Technology)",7837,10318,16237,18438,3260,4147,7182,7971,2104,2407,2804,3940,937,1014,1517,1517,23.4,79
108,"Chemical Engineering (4 Years, Bachelor of Technology)",8951,12820,16132,18279,4401,4921,8516,8620,2300,2712,3469,3526,1054,1177,73,73,25.1,94
108,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",10662,14476,18302,21482,4321,5203,5988,8046,2507,2676,3661,3798,845,1041,1375,1375,34.7,96
108,"Materials Engineering (4 Years, Bachelor of Technology)",13293,15643,19124,21954,5188,6064,8979,8979,2825,3305,4098,4515,1303,1413,359,359,24.7,93
108,"Physics with Specialization (4 Years, Bachelor of Science)",10480,15801,20616,23167,5629,6160,8613,8613,3195,3329,4773,4773,1415,1566,378,378,25.3,91
108,"Bio Engineering (4 Years, Bachelor of Technology)",12671,16453,21198,21738,5163,6165,8293,8681,2571,3278,4256,4256,1330,1358,558,558,23.4,60
108,"Chemistry with Specialization (4 Years, Bachelor of Science)",16174,17525,22146,24238,5687,6220,8312,8700,3315,3432,4600,4600,1276,1531,577,577,30.5,75
109,"Computer Science and Engineering (4 Years, Bachelor of Technology)",124,238,437,610,72,146,365,502,50,77,203,258,26,41,152,154,33,76
109,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",619,1060,2225,3686,399,684,1274,1929,251,609,1108,1128,192,340,343,343,26.8,80
109,"Statistics and Data Science (4 Years, Bachelor of Science)",736,1090,3262,3907,640,799,1077,1761,433,455,993,993,239,330,362,362,27,92
109,"Electrical Engineering (4 Years, Bachelor of Technology)",539,1349,1984,3564,473,788,1217,1859,257,581,748,1298,94,202,495,567,28.6,81
109,"Mechanical Engineering (4 Years, Bachelor of Technology)",1771,2940,6085,7223,1080,1479,2830,4115,702,970,457,2020,366,461,742,777,25.5,65
109,"Economics (4 Years, Bachelor of Science)",2084,3653,6609,7141,1146,1571,3891,4192,1009,1351,2809,3188,112,900,920,920,20.1,69
109,"Aerospace Engineering (4 Years, Bachelor of Technology)",2316,4027,6174,8939,1733,2158,4327,5111,776,1347,2055,2304,405,698,1302,1302,21.5,88
109,"Chemical Engineering (4 Years, Bachelor of Technology)",2990,4344,6265,8264,1879,2208,3087,4227,871,1139,1735,2145,512,706,1179,1242,23.3,60
109,"Civil Engineering (4 Years, Bachelor of Technology)",4607,6116,9423,12839,2162,2862,4742,5668,917,1590,1674,2116,347,503,1059,1091,33,60
109,"Physics (4 Years, Bachelor of Science)",2789,6153,7442,14020,3230,3875,6340,7013,1890,2380,3270,3270,1337,1509,339,339,34.7,97
109,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4719,6939,10976,11713,2594,3292,4646,5781,1359,2059,3167,3497,969,1124,1376,1376,28.2,84
109,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",7001,8031,10817,12176,3341,3608,5676,6466,1591,2138,3442,3473,1080,1269,308,308,25.2,64
109,"Earth Sciences (4 Years, Bachelor of Science)",7875,11426,14259,19120,3969,4846,7518,7619,2713,3111,4209,4209,1422,1520,414,414,34.6,74
109,"Chemistry (4 Years, Bachelor of Science)",9972,11824,15081,18584,4072,5256,7650,7914,2525,2893,3923,4068,1494,1543,401,401,30.2,93
110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",42,148,319,479,38,101,232,293,16,54,72,128,11,15,28,28,22.9,99
110,"Electrical Engineering (4 Years, Bachelor of Technology)",150,964,831,2158,165,492,694,1047,20,316,367,720,63,146,222,302,23.7,85
110,"Engineering Physics (4 Years, Bachelor of Technology)",1008,1877,2804,4716,1120,1385,1429,2088,511,1175,1470,1470,679,847,1094,1094,25.9,72
110,"Mechanical Engineering (4 Years, Bachelor of Technology)",885,2572,2807,5739,444,1251,1195,2718,306,976,759,1628,184,430,785,803,30.9,92
110,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",906,3171,8912,8912,2501,2836,6911,6911,2736,2736,4343,4343,1157,1157,804,822,31,88
110,"Aerospace Engineering (4 Years, Bachelor of Technology)",422,3237,4062,5990,1131,1615,3594,3695,821,1309,2189,2316,317,571,548,548,29.9,78
110,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3172,3293,6279,6279,1298,1685,3019,3019,207,207,2208,2335,703,703,567,567,31.4,78
110,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",2004,4436,5588,9527,1193,1883,3426,4504,1288,1846,1797,2540,632,989,1139,1139,25.1,66
110,"Chemical Engineering (4 Years, Bachelor of Technology)",3080,4439,3302,6597,1346,1943,2742,3535,997,1346,1140,1726,465,582,619,919,35,88
110,"Civil Engineering (4 Years, Bachelor of Technology)",4147,6132,7746,9661,1486,2587,3315,4547,332,1491,1571,1976,81,488,621,800,33.2,67
110,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4648,6169,8696,10097,1994,2652,4151,5094,1052,1728,2122,2854,594,812,760,760,28.1,63
110,"Biological Engineering (4 Years, Bachelor of Technology)",1278,7967,4133,8588,2312,3486,5382,5686,2089,2327,2855,2855,873,1078,1187,1187,20.7,97
110,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",5175,7996,10904,13898,1777,3240,5043,5845,1611,2370,2293,3020,819,992,968,968,29.8,78
110,"Biological Science (4 Years, Bachelor of Science)",7075,11185,12769,15528,3662,5074,6952,7441,2455,3127,3014,3014,1214,1335,1282,1282,24.8,61
111,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1123,1555,2015,2465,445,571,1323,1457,275,412,790,790,157,219,348,348,31.5,63
111,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1620,2110,3197,3197,687,779,2274,2274,452,512,809,809,252,252,1003,1003,22.2,65
111,"Artificial Intelligence (4 Years, Bachelor of Technology)",1613,2373,2788,2979,585,1107,1941,1993,465,757,1004,1004,308,310,1022,1022,22.1,70
111,"Electrical Engineering (4 Years, Bachelor of Technology)",2544,3962,5656,6776,1631,2143,3934,4229,939,1461,2286,2286,557,584,1147,1147,34.8,88
111,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4011,4803,8804,8804,2233,2271,4695,4695,1430,1703,2305,2305,681,681,1523,1523,25.4,86
111,"Mechanical Engineering (4 Years, Bachelor of Technology)",4860,7278,9859,14110,2557,3419,6069,6544,1714,2069,2669,2669,771,848,1391,1391,27.3,64
