Institute_code,Academic_program_name,OPEN_Gender_Neutral_OR,OPEN_Gender_Neutral_CR,OPEN_Female_Only_OR,OPEN_Female_Only_CR,OBC_NCL_Gender_Neutral_OR,OBC_NCL_Gender_Neutral_CR,OBC_NCL_Female_Only_OR,OBC_NCL_Female_Only_CR,SC_Gender_Neutral_OR,SC_Gender_Neutral_CR,SC_Female_Only_OR,SC_Female_Only_CR,ST_Gender_Neutral_OR,ST_Gender_Neutral_CR,ST_Female_Only_OR,ST_Female_Only_CR,Avg_branch_ctc,Seat_capacity
101,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",14829,15379,21577,21577,5356,5668,8400,8400,2749,2751,4009,4009,1238,1238,1519,1519,23.1,85
101,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",12522,15837,21452,22422,4786,5712,8459,8459,2905,3090,3994,3994,1285,1285,1574,1574,22.8,90
101,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",15508,16204,22090,22090,5682,6072,8514,8514,2830,2830,3665,3665,1235,1235,1629,1629,32.2,78
101,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",15730,16284,23490,23490,5834,5835,7203,7203,2937,3180,3630,3630,1425,1425,128,128,32.6,76
101,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",13472,16447,23156,23156,4957,6013,7256,7256,2203,2203,4677,4677,1086,1086,181,181,26.5,77
102,"Computer Science and Engineering (4 Years, Bachelor of Technology)",183,158,147,382,101,149,150,318,93,118,122,204,92,101,131,178,34.4,60
102,"Electrical Engineering (4 Years, Bachelor of Technology)",332,576,668,1381,178,483,427,1025,196,290,649,721,129,185,359,359,25.1,66
102,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",647,1023,2292,3049,448,725,980,1566,238,435,655,999,141,250,365,365,20.8,65
102,"BS in Mathematics (4 Years, Bachelor of Science)",1113,1731,2729,3200,1128,1806,2850,2850,272,597,2276,2276,606,606,369,369,26.7,85
102,"Mechanical Engineering (4 Years, Bachelor of Technology)",565,1772,1828,4209,340,1008,1263,2493,257,532,672,1262,122,297,380,549,33.6,75
102,"Engineering Physics (4 Years, Bachelor of Technology)",503,1840,4594,5245,894,1637,2890,3319,620,988,2173,2420,625,875,1269,1269,34.2,63
102,"Economics (4 Years, Bachelor of Science)",1378,2106,2719,5967,721,1334,1347,1347,263,815,1658,1658,441,977,484,484,25.2,65
102,"Aerospace Engineering (4 Years, Bachelor of Technology)",776,2696,3715,4649,546,1590,1694,3691,61,954,1158,1928,229,477,367,367,22.9,97
102,"Chemical Engineering (4 Years, Bachelor of Technology)",1615,2877,3122,5479,595,1502,2014,3474,207,989,717,1708,195,540,455,555,25.2,60
102,"Energy Engineering (4 Years, Bachelor of Technology)",1946,2947,4657,6057,1487,1919,3809,3858,584,1321,1794,1794,824,910,966,966,34.7,95
102,"Civil Engineering (4 Years, Bachelor of Technology)",2454,4453,6260,7939,1160,2116,1936,4582,632,1197,1560,1878,299,417,418,852,30.6,64
102,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",2750,4670,5808,7945,1196,2482,4364,4709,858,1435,2250,2817,460,825,773,834,29.3,63
102,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",3838,5417,8195,10639,2183,3168,3955,4119,1211,1488,2303,2303,928,995,1061,1061,22,76
102,"Chemistry (4 Years, Bachelor of Science)",5279,9082,14345,14947,2818,4022,6836,6861,1628,2339,2908,2908,1324,1385,1244,1244,24.2,70
103,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1616,3004,4810,6691,820,1403,2222,2698,490,790,1196,1570,310,413,722,722,31.3,68
103,"Data Science and Engineering (4 Years, Bachelor of Technology)",3008,4136,7622,8514,1697,1893,2942,3599,783,1293,2131,2131,509,756,1340,1340,30.9,69
103,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",3591,4291,8867,9140,1622,1982,3632,3817,1270,1331,2423,2423,571,761,1338,1338,21.1,62
103,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",4436,7148,11472,11839,2351,3172,4714,4871,1555,1953,3098,3098,1214,1276,1402,1402,31.6,84
103,"Electrical Engineering (4 Years, Bachelor of Technology)",4939,7278,9953,12473,2507,3004,3883,5626,1293,1780,2515,2982,238,768,1335,1335,24.6,88
103,"Mechanical Engineering (4 Years, Bachelor of Technology)",8003,10659,15497,17531,3184,4276,7531,7929,1992,2261,2764,3779,1056,1097,136,136,21.8,86
103,"Engineering Physics (4 Years, Bachelor of Technology)",8083,11420,18038,18988,4251,5299,8875,8875,2538,2740,3559,3559,1272,1414,98,98,23.6,64
103,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",9718,12327,18792,18924,4330,5500,8949,8949,2875,3147,3477,3477,1226,1375,172,172,34.8,62
103,"Civil Engineering (4 Years, Bachelor of Technology)",10843,13949,19651,21996,4364,5080,8551,8651,2475,2744,4130,4130,882,1029,1546,1546,28.7,86
103,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",12658,15819,21634,22185,5503,5941,8506,8606,2826,3091,4692,4692,1387,1570,1501,1501,31.3,97
103,"Bio Engineering (4 Years, Bachelor of Technology)",12538,16179,18390,21121,5842,6275,8584,8684,3146,3402,4246,4246,1537,1646,1579,1579,32.3,71
103,"BS in Chemical Sciences (4 Years, Bachelor of Science)",12664,17290,23607,24904,6204,6375,8512,8612,3385,3436,4654,4654,1449,1544,1507,1507,32.3,65
104,"Computer Science and Engineering (4 Years, Bachelor of Technology)",38,129,102,430,71,116,263,329,21,60,135,140,29,35,100,127,22.7,93
104,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",164,207,643,746,136,188,423,580,97,127,360,360,47,76,232,232,21.1,90
104,"Mathematics and Computing (4 Years, Bachelor of Technology)",201,385,465,848,183,281,479,895,84,185,551,734,80,113,256,256,31.3,63
104,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",503,502,1075,1271,324,398,958,1076,236,279,450,450,175,182,315,315,34.2,97
104,"Electrical Engineering (4 Years, Bachelor of Technology)",482,646,943,1757,271,520,551,1169,146,284,544,726,83,138,251,282,23.8,99
104,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",671,869,1935,2254,525,619,1218,1645,291,440,825,854,184,213,397,397,30.6,93
104,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",864,1266,2488,2763,643,823,1624,1924,464,651,852,852,237,291,484,484,28.2,88
104,"Mechanical Engineering (4 Years, Bachelor of Technology)",1053,1844,2867,4130,708,1087,2625,3045,100,611,937,1469,230,348,731,731,20.8,65
104,"Chemical Engineering (4 Years, Bachelor of Technology)",1985,2433,3798,5510,1124,1514,3066,3342,637,916,1226,1342,452,562,717,717,24.9,93
104,"Engineering Physics (4 Years, Bachelor of Technology)",266,2830,4863,6596,1155,2112,3763,5285,770,1287,2463,2586,930,985,1339,1339,31.4,97
104,"Energy Engineering (4 Years, Bachelor of Technology)",2160,2954,5368,6052,1130,2117,4063,5496,1021,1409,2685,2685,624,764,1622,1622,21.2,77
104,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",2206,3335,5596,7291,1122,2507,4623,5573,1013,1522,2139,2831,728,1029,1263,1263,24.8,91
104,"Materials Engineering (4 Years, Bachelor of Technology)",3260,4112,8137,10087,2100,2696,5666,5754,1475,1559,1866,1866,867,898,1444,1444,29.6,93
104,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2804,4399,6655,7439,1507,2023,4230,4336,737,1095,2098,2389,475,742,845,845,26.5,97
104,"Civil Engineering (4 Years, Bachelor of Technology)",2985,4531,7673,9350,970,2163,2264,4773,518,906,1373,1582,119,273,238,927,27,95
104,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3642,5710,7253,10458,1178,3004,3880,5746,1134,1647,1950,2712,748,874,1465,1465,24.6,67
104,"Textile Technology (4 Years, Bachelor of Technology)",4611,6731,10445,11948,2854,3502,5783,6439,1666,2101,2886,3209,881,1127,1650,1650,25.7,76
105,"Computer Science and Engineering (4 Years, Bachelor of Technology)",972,1414,1999,2797,325,477,991,1216,227,368,452,577,132,163,204,204,34.8,89
105,"Mathematics and Computing (4 Years, Bachelor of Technology)",1965,2287,3613,3949,854,1397,1280,1701,662,986,1738,1738,436,472,742,742,28.2,73
105,"Electrical Engineering (4 Years, Bachelor of Technology)",2249,3648,5770,7543,1360,1836,2320,3631,486,1183,1778,2301,433,532,1080,1080,34.2,79
105,"Mechanical Engineering (4 Years, Bachelor of Technology)",5050,7509,9238,14703,2582,3252,5217,5552,1334,1767,2595,3192,593,763,1239,1239,27,96
105,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",6228,7911,13370,14232,2579,3582,6282,6282,1842,1865,2352,2352,1098,1098,1313,1313,21.4,87
105,"Engineering Physics (4 Years, Bachelor of Technology)",5918,8247,11773,13636,3431,4238,8076,8076,1998,2275,4055,4055,1283,1283,1284,1284,33.5,69
105,"Chemical Engineering (4 Years, Bachelor of Technology)",7729,9746,14965,15161,3321,4333,5920,6029,2046,2239,2916,2916,976,1053,1578,1578,21.9,82
105,"Civil Engineering (4 Years, Bachelor of Technology)",9501,11000,15000,17999,2854,4210,6611,7006,1808,2152,2863,2970,675,690,1368,1368,20.4,79
105,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",10647,12257,16400,18142,4195,4724,6991,7999,2346,2748,4168,4243,1161,1288,329,329,23.2,95
106,"Computer Science and Engineering (4 Years, Bachelor of Technology)",248,321,565,744,153,202,377,426,97,134,71,212,58,74,174,174,20,80
106,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",409,696,1267,1410,264,409,819,961,187,239,515,538,109,139,532,532,30.5,65
106,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",658,1253,2234,2797,385,596,1030,1189,151,374,724,724,133,183,230,230,27.8,84
106,"Mathematics and Computing (4 Years, Bachelor of Science)",1007,1462,2241,3769,407,792,1611,1849,424,548,1285,1510,194,450,449,449,22.4,60
106,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1331,1644,3417,5142,786,1092,1185,1596,302,541,950,1578,251,308,588,588,24.6,89
106,"Electrical Engineering (4 Years, Bachelor of Technology)",1559,1923,3528,4955,727,985,1233,1789,440,591,815,1005,268,331,452,452,27.4,85
106,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1921,2269,2358,5337,1120,1192,2146,2146,586,746,1450,1450,405,406,410,410,24.1,97
106,"Instrumentation Engineering (4 Years, Bachelor of Technology)",2190,2405,5664,6165,1083,1424,2340,2406,761,1008,1831,1831,568,605,1305,1305,25.4,60
106,"Mechanical Engineering (4 Years, Bachelor of Technology)",2757,3344,6526,7381,1195,1709,2897,4216,386,1005,1274,1814,469,547,765,765,23.1,63
106,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",2849,3924,7747,9164,1643,1965,2346,4208,761,1509,2570,2570,539,745,1228,1228,31.5,90
106,"Aerospace Engineering (4 Years, Bachelor of Technology)",3399,4774,8497,9121,1854,2298,3833,4258,959,1389,2127,2127,507,749,605,605,31,62
106,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",3634,4920,9683,12013,1992,2692,4504,6168,1154,1488,2147,2526,597,735,716,716,24.5,99
106,"Chemical Engineering (4 Years, Bachelor of Technology)",3063,4992,6838,9671,1953,2449,4328,4625,1070,1529,643,2101,479,770,694,694,22.3,68
106,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4600,5213,11105,12536,2597,2788,5459,5459,1428,1651,2443,2443,465,465,694,694,26.9,88
106,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",4171,5458,9603,13398,2116,2412,3843,3843,1849,2051,3070,3070,937,1005,707,707,28.6,81
106,"Economics (4 Years, Bachelor of Science)",4335,5931,11165,12683,1922,3160,4853,5645,1453,2043,3744,3744,1091,1173,1544,1544,28.2,82
106,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",4892,6371,11952,12992,2707,3249,6184,6275,1631,1948,2974,2974,880,1106,1489,1489,27.7,92
106,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5440,6533,10752,11611,2731,3152,4923,5757,1464,1736,2055,2055,802,822,1510,1510,32.2,72
106,"Civil Engineering (4 Years, Bachelor of Technology)",5314,7217,11287,13772,2031,3047,5164,5547,864,1566,981,2335,485,567,726,726,33.9,71
106,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",6156,7391,10064,12916,2740,3478,5992,6527,1352,2033,2852,2916,935,1075,1322,1322,32,82
106,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",5704,8244,13519,15530,3378,3693,6772,6772,2124,2207,4005,4005,1187,1187,1351,1351,24.1,91
106,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",6285,8420,12205,13400,3272,3784,3561,3561,1849,2356,3246,3246,1099,1138,1325,1325,24.7,81
106,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",7266,8777,14864,15839,3029,3283,7252,7534,1560,1867,3338,3338,599,653,1321,1321,27.8,82
106,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7840,9159,14356,15437,3577,3817,5899,7191,2240,2564,3393,3393,1115,1142,1376,1376,31.1,75
106,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",8113,9707,14408,16105,3357,4041,7031,7509,1934,2279,3752,3752,1197,1291,1623,1623,32,86
106,"Mining Engineering (4 Years, Bachelor of Technology)",7378,9853,16415,17701,2795,3952,6852,7352,1711,2305,3043,3357,820,1141,1550,1550,23.3,75
106,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2464,9981,13512,15221,3899,4444,7683,7683,1954,2672,3363,3363,1242,1262,1528,1528,30.9,68
106,"Physics (4 Years, Bachelor of Science)",6657,10253,14137,17344,3886,5059,8561,8573,2062,3012,2789,2789,1392,1522,116,116,28.5,74
106,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1424,10318,16088,16488,3936,4178,6680,6842,2049,2547,2941,2941,969,1275,1682,1682,30.2,88
106,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",8588,10699,16631,17740,4049,4644,7275,7690,2013,2717,3667,3667,1328,1352,1681,1681,22.9,99
106,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9941,11540,17749,19180,4323,4732,8331,8331,2685,2786,3940,3940,942,1476,1764,1764,34.3,74
106,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",10399,11786,16239,18785,4531,5062,8270,8323,2558,2868,3442,3442,1191,1362,294,294,30.9,67
106,"Exploration Geophysics (4 Years, Bachelor of Science)",9460,12426,19439,19736,4240,5435,8797,8797,2721,3299,4277,4277,1472,1499,610,610,27,96
106,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",11688,12813,19184,20179,4712,5222,8302,8302,2748,2875,4036,4036,1331,1331,621,621,23.6,73
106,"Chemistry (4 Years, Bachelor of Science)",9914,13526,16603,18480,3724,5590,7577,7577,2685,3180,3946,3946,1320,1436,438,438,23.2,76
106,"Applied Geology (4 Years, Bachelor of Science)",10409,14245,18549,20627,4873,5687,7303,7303,2840,3264,4005,4005,1404,1525,579,579,23.1,67
106,"Architecture (5 Years, Bachelor of Architecture)",14060,23395,17894,24684,6764,8847,7341,7341,2731,3729,4179,4179,1603,246,821,821,22.5,65
107,"Computer Science and Engineering (4 Years, Bachelor of Technology)",382,678,640,1304,166,260,602,654,114,153,299,325,11,61,121,121,23.8,87
107,"Artificial Intelligence (4 Years, Bachelor of Technology)",628,956,1655,1875,199,397,751,828,202,246,609,609,107,121,166,166,29.5,68
107,"Mathematics and Computing (4 Years, Bachelor of Technology)",1023,1175,1991,1991,472,570,948,948,341,388,619,619,215,215,232,232,30.2,89
107,"Computational Engineering (4 Years, Bachelor of Technology)",1316,1890,4849,4872,828,975,1326,1326,528,738,1286,1286,431,432,1022,1022,30.1,75
107,"Electrical Engineering (4 Years, Bachelor of Technology)",1202,2269,3045,3860,666,1152,1499,1756,729,825,826,1152,203,276,678,678,33.5,99
107,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",1888,2396,3715,4613,612,1205,1648,1648,521,836,1140,1140,192,360,710,710,27.9,69
107,"Engineering Science (4 Years, Bachelor of Technology)",1998,4100,5534,6145,1186,2005,2098,3396,872,1530,1961,1961,505,854,1402,1402,32,70
107,"Mechanical Engineering (4 Years, Bachelor of Technology)",2493,5021,7739,9494,1279,2399,2963,4221,1100,1439,1993,2081,356,585,1445,1445,30.5,64
107,"Engineering Physics (4 Years, Bachelor of Technology)",3292,5561,7793,8345,2368,2947,4779,5504,1166,1884,2963,2963,1123,1156,1443,1443,25.2,70
107,"Chemical Engineering (4 Years, Bachelor of Technology)",4849,7195,6815,11749,2522,3048,4050,4053,1647,1747,2384,2384,634,780,982,982,30.8,62
107,"Civil Engineering (4 Years, Bachelor of Technology)",6751,9373,10738,14181,3207,3554,4633,4977,1450,1984,2489,2518,498,682,1088,1088,33.1,90
107,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",8125,9814,13902,15036,3364,3879,5441,6208,1861,2275,2523,2523,1034,1064,1066,1066,33.7,81
107,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",7208,10559,11839,15175,3784,4300,6438,6438,2461,2688,2963,2963,1218,1361,1133,1133,28.9,78
107,"Biomedical Engineering (4 Years, Bachelor of Technology)",7464,11098,7880,15098,2818,4017,6243,7041,1904,2539,3023,3023,1374,1396,1148,1148,25,63
107,"Industrial Chemistry (4 Years, Bachelor of Technology)",9797,11368,16158,16162,3404,4488,6656,6656,2291,2462,3310,3310,1290,1320,1141,1141,27.9,97
108,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1640,2420,4345,6052,828,1375,2177,2625,481,709,1142,1454,268,379,875,875,20.1,65
108,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",2443,3436,3305,8176,1257,1812,3026,3231,844,1010,1721,1993,446,535,972,972,29.6,72
108,"Electrical Engineering (4 Years, Bachelor of Technology)",4138,6988,8960,11049,2500,3049,3855,5124,1488,1966,2647,2722,303,814,1216,1216,33.8,83
108,"Mechanical Engineering (4 Years, Bachelor of Technology)",7959,10379,16298,18499,3321,4208,7243,8032,2165,2468,2865,4001,998,1075,1578,1578,34.9,94
108,"Chemical Engineering (4 Years, Bachelor of Technology)",9023,12856,16168,18315,4437,4957,8552,8656,2336,2748,3505,3562,1090,1213,109,109,26.8,66
108,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",10772,14531,18357,21537,4376,5258,6043,8101,2562,2731,3716,3853,900,1096,1430,1430,21.1,66
108,"Materials Engineering (4 Years, Bachelor of Technology)",13427,15710,19191,22021,5255,6131,9046,9046,2892,3372,4165,4582,1370,1480,426,426,25.8,79
108,"Physics with Specialization (4 Years, Bachelor of Science)",10590,15856,20671,23222,5684,6215,8668,8668,3250,3384,4828,4828,1470,1621,433,433,34.9,63
108,"Bio Engineering (4 Years, Bachelor of Technology)",12819,16527,21272,21812,5237,6239,8367,8755,2645,3352,4330,4330,1404,1432,632,632,32,87
108,"Chemistry with Specialization (4 Years, Bachelor of Science)",16236,17556,22177,24269,5718,6251,8343,8731,3346,3463,4631,4631,1307,1562,608,608,33.2,89
109,"Computer Science and Engineering (4 Years, Bachelor of Technology)",228,290,489,662,124,198,417,554,102,129,255,310,78,93,204,206,34.3,66
109,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",719,1110,2275,3736,449,734,1324,1979,301,659,1158,1178,242,390,393,393,31.8,81
109,"Statistics and Data Science (4 Years, Bachelor of Science)",836,1140,3312,3957,690,849,1127,1811,483,505,1043,1043,289,380,412,412,29,90
109,"Electrical Engineering (4 Years, Bachelor of Technology)",621,1390,2025,3605,514,829,1258,1900,298,622,789,1339,135,243,536,608,25.5,62
109,"Mechanical Engineering (4 Years, Bachelor of Technology)",1819,2964,6109,7247,1104,1503,2854,4139,726,994,481,2044,390,485,766,801,34.8,94
109,"Economics (4 Years, Bachelor of Science)",2216,3719,6675,7207,1212,1637,3957,4258,1075,1417,2875,3254,178,966,986,986,33.7,77
109,"Aerospace Engineering (4 Years, Bachelor of Technology)",2376,4057,6204,8969,1763,2188,4357,5141,806,1377,2085,2334,435,728,1332,1332,27.6,95
109,"Chemical Engineering (4 Years, Bachelor of Technology)",3004,4351,6272,8271,1886,2215,3094,4234,878,1146,1742,2152,519,713,1186,1249,22.5,95
109,"Civil Engineering (4 Years, Bachelor of Technology)",4789,6207,9514,12930,2253,2953,4833,5759,1008,1681,1765,2207,438,594,1150,1182,20.9,86
109,"Physics (4 Years, Bachelor of Science)",2803,6160,7449,14027,3237,3882,6347,7020,1897,2387,3277,3277,1344,1516,346,346,30.3,83
109,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4793,6976,11013,11750,2631,3329,4683,5818,1396,2096,3204,3534,1006,1161,1413,1413,28.9,97
109,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",7115,8088,10874,12233,3398,3665,5733,6523,1648,2195,3499,3530,1137,1326,365,365,22.9,99
109,"Earth Sciences (4 Years, Bachelor of Science)",8049,11513,14346,19207,4056,4933,7605,7706,2800,3198,4296,4296,1509,1607,501,501,21.7,87
109,"Chemistry (4 Years, Bachelor of Science)",10078,11877,15134,18637,4125,5309,7703,7967,2578,2946,3976,4121,1547,1596,454,454,34.8,78
110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",208,231,402,562,121,184,315,376,99,137,155,211,94,98,111,111,25.6,60
110,"Electrical Engineering (4 Years, Bachelor of Technology)",240,1009,876,2203,210,537,739,1092,65,361,412,765,108,191,267,347,32.5,85
110,"Engineering Physics (4 Years, Bachelor of Technology)",1026,1886,2813,4725,1129,1394,1438,2097,520,1184,1479,1479,688,856,1103,1103,34.8,84
110,"Mechanical Engineering (4 Years, Bachelor of Technology)",903,2581,2816,5748,453,1260,1204,2727,315,985,768,1637,193,439,794,812,28.7,97
110,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1022,3229,8970,8970,2559,2894,6969,6969,2794,2794,4401,4401,1215,1215,862,880,33.7,90
110,"Aerospace Engineering (4 Years, Bachelor of Technology)",464,3258,4083,6011,1152,1636,3615,3716,842,1330,2210,2337,338,592,569,569,30.5,68
110,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3348,3381,6367,6367,1386,1773,3107,3107,295,295,2296,2423,791,791,655,655,30.2,60
110,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",2048,4458,5610,9549,1215,1905,3448,4526,1310,1868,1819,2562,654,1011,1161,1161,25.2,80
110,"Chemical Engineering (4 Years, Bachelor of Technology)",3172,4485,3348,6643,1392,1989,2788,3581,1043,1392,1186,1772,511,628,665,965,27.8,97
110,"Civil Engineering (4 Years, Bachelor of Technology)",4159,6138,7752,9667,1492,2593,3321,4553,338,1497,1577,1982,87,494,627,806,20.5,98
110,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4708,6199,8726,10127,2024,2682,4181,5124,1082,1758,2152,2884,624,842,790,790,32,63
110,"Biological Engineering (4 Years, Bachelor of Technology)",1304,7980,4146,8601,2325,3499,5395,5699,2102,2340,2868,2868,886,1091,1200,1200,25.3,98
110,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",5311,8064,10972,13966,1845,3308,5111,5913,1679,2438,2361,3088,887,1060,1036,1036,30.5,77
110,"Biological Science (4 Years, Bachelor of Science)",7075,11185,12769,15528,3662,5074,6952,7441,2455,3127,3014,3014,1214,1335,1282,1282,32.5,84
111,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1305,1646,2106,2556,536,662,1414,1548,366,503,881,881,248,310,439,439,34.3,66
111,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1744,2172,3259,3259,749,841,2336,2336,514,574,871,871,314,314,1065,1065,33.6,68
111,"Artificial Intelligence (4 Years, Bachelor of Technology)",1723,2428,2843,3034,640,1162,1996,2048,520,812,1059,1059,363,365,1077,1077,22.1,98
111,"Electrical Engineering (4 Years, Bachelor of Technology)",2564,3972,5666,6786,1641,2153,3944,4239,949,1471,2296,2296,567,594,1157,1157,32,74
111,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4129,4862,8863,8863,2292,2330,4754,4754,1489,1762,2364,2364,740,740,1582,1582,27.4,71
111,"Mechanical Engineering (4 Years, Bachelor of Technology)",4908,7302,9883,14134,2581,3443,6093,6568,1738,2093,2693,2693,795,872,1415,1415,34.2,98
