CAT,EQ_CRL,CAT_CRL,MARKS
OPEN,3801,3801,164
OPEN,3901,3901,163
OPEN,4001,4001,162
OPEN,4101,4101,161
OPEN,4201,4201,160
OPEN,4301,4301,159
OPEN,4401,4401,158
OPEN,4501,4501,157
OPEN,4601,4601,156
OPEN,4701,4701,155
OPEN,4801,4801,155
OPEN,4901,4901,154
OPEN,5001,5001,153
OPEN,5101,5101,152
OPEN,5201,5201,151
OPEN,5301,5301,151
OPEN,5401,5401,150
OPEN,5501,5501,149
OPEN,5601,5601,148
OPEN,5701,5701,148
OPEN,5801,5801,147
OPEN,5901,5901,146
OPEN,6001,6001,146
OPEN,6101,6101,145
OPEN,6201,6201,144
OPEN,6301,6301,144
OPEN,6401,6401,143
OPEN,6501,6501,142
OPEN,6601,6601,142
OPEN,6701,6701,141
OPEN,6801,6801,141
OPEN,6901,6901,140
OPEN,7001,7001,140
OPEN,7101,7101,139
OPEN,7201,7201,138
OPEN,7301,7301,138
OPEN,7401,7401,137
OPEN,7501,7501,137
OPEN,7601,7601,136
OPEN,7701,7701,136
OPEN,7801,7801,135
OPEN,7901,7901,135
OPEN,8001,8001,134
OPEN,8101,8101,134
OPEN,8201,8201,133
OPEN,8301,8301,133
OPEN,8401,8401,132
OPEN,8501,8501,132
OPEN,8601,8601,131
OPEN,8701,8701,131
OPEN,8801,8801,130
OPEN,8901,8901,130
OPEN,9001,9001,130
OPEN,9101,9101,129
OPEN,9201,9201,129
OPEN,9301,9301,128
OPEN,9401,9401,128
OPEN,9501,9501,127
OPEN,9601,9601,127
OPEN,9701,9701,127
OPEN,9801,9801,126
OPEN,9901,9901,126
OPEN,10001,10001,125
OPEN,10101,10101,125
OPEN,10201,10201,124
OPEN,10301,10301,124
OPEN,10401,10401,124
OPEN,10501,10501,123
OPEN,10601,10601,123
OPEN,10701,10701,122
OPEN,10801,10801,122
OPEN,10901,10901,122
OPEN,11001,11001,121
OPEN,11101,11101,121
OPEN,11201,11201,121
OPEN,11301,11301,120
OPEN,11401,11401,120
OPEN,11501,11501,119
OPEN,11601,11601,119
OPEN,11701,11701,119
OPEN,11801,11801,118
OPEN,11901,11901,118
OPEN,12001,12001,118
OPEN,12101,12101,117
OPEN,12201,12201,117
OPEN,12301,12301,117
OPEN,12401,12401,116
OPEN,12501,12501,116
OPEN,12601,12601,116
OPEN,12701,12701,115
OPEN,12801,12801,115
OPEN,12901,12901,115
OPEN,13001,13001,114
OPEN,13101,13101,114
OPEN,13201,13201,114
OPEN,13301,13301,114
OPEN,13401,13401,113
OPEN,13501,13501,113
OPEN,13601,13601,113
OPEN,13701,13701,112
OPEN,13801,13801,112
OPEN,13901,13901,112
OPEN,14001,14001,111
OPEN,14101,14101,111
OPEN,14201,14201,111
OPEN,14301,14301,111
OPEN,14401,14401,110
OPEN,14501,14501,110
OPEN,14601,14601,110
OPEN,14701,14701,110
OPEN,14801,14801,109
OPEN,14901,14901,109
OPEN,15001,15001,109
OPEN,15101,15101,108
OPEN,15201,15201,108
OPEN,15301,15301,108
OPEN,15401,15401,108
OPEN,15501,15501,107
OPEN,15601,15601,107
OPEN,15701,15701,107
OPEN,15801,15801,107
OPEN,15901,15901,106
OPEN,16001,16001,106
OPEN,16101,16101,106
OPEN,16201,16201,106
OPEN,16301,16301,105
OPEN,16401,16401,105
OPEN,16501,16501,105
OPEN,16601,16601,105
OPEN,16701,16701,104
OPEN,16801,16801,104
OPEN,16901,16901,104
OPEN,17001,17001,104
OPEN,17101,17101,104
OPEN,17201,17201,103
OPEN,17301,17301,103
OPEN,17401,17401,103
OPEN,17501,17501,103
OPEN,17601,17601,102
OPEN,17701,17701,102
OPEN,17801,17801,102
OPEN,17901,17901,102
OPEN,18001,18001,102
OPEN,18101,18101,101
OPEN,18201,18201,101
OPEN,18301,18301,101
OPEN,18401,18401,101
OPEN,18501,18501,100
OPEN,18601,18601,100
OPEN,18701,18701,100
OPEN,18801,18801,100
OPEN,18901,18901,100
OPEN,19001,19001,99
OPEN,19101,19101,99
OPEN,19201,19201,99
OPEN,19301,19301,99
OPEN,19401,19401,99
OPEN,19501,19501,98
OPEN,19601,19601,98
OPEN,19701,19701,98
OPEN,19801,19801,98
OPEN,19901,19901,97
OPEN,20001,20001,97
OPEN,20101,20101,97
OPEN,20201,20201,97
OPEN,20301,20301,96
OPEN,20401,20401,96
OPEN,20501,20501,96
OPEN,20601,20601,96
OPEN,20701,20701,95
OPEN,20801,20801,95
OPEN,20901,20901,95
OPEN,21001,21001,95
OPEN,21101,21101,95
OPEN,21201,21201,94
OPEN,21301,21301,94
OPEN,21401,21401,94
OPEN,21501,21501,94
OPEN,21601,21601,94
OPEN,21701,21701,93
OPEN,21801,21801,93
OPEN,21901,21901,93
OPEN,22001,22001,93
OPEN,22101,22101,93
OPEN,22201,22201,92
OPEN,22301,22301,92
OPEN,22401,22401,92
OPEN,22501,22501,92
OPEN,22601,22601,92
OPEN,22701,22701,92
OPEN,22801,22801,91
OPEN,22901,22901,91
OPEN,23001,23001,91
OPEN,23101,23101,91
OPEN,23201,23201,91
OPEN,23301,23301,90
OPEN,23401,23401,90
OPEN,23501,23501,90
OPEN,23601,23601,90
OPEN,23701,23701,90
OPEN,23801,23801,90
OPEN,23901,23901,90
OPEN,24001,24001,89
OPEN,24101,24101,89
OPEN,24201,24201,89
OPEN,24301,24301,89
OPEN,24401,24401,89
OPEN,24501,24501,89
OPEN,24601,24601,88
OPEN,24701,24701,88
OPEN,24801,24801,88
OPEN,24901,24901,88
OPEN,25001,25001,88
OPEN,25101,25101,88
OPEN,25201,25201,87
OPEN,25301,25301,87
OPEN,25401,25401,87
OPEN,25501,25501,87
OPEN,25601,25601,87
OPEN,25701,25701,86
OPEN,25801,25801,86
OPEN,25901,25901,86
OPEN,26001,26001,86
OPEN,26101,26101,86
OPEN,26201,26201,86
OPEN,26301,26301,86
OPEN,26321,26321,86
SC,22,1,310
SC,4525,101,157
SC,7932,201,135
SC,10669,301,123
SC,13440,401,113
SC,15522,501,107
SC,17653,601,102
SC,19741,701,98
SC,21734,801,93
SC,23627,901,90
SC,25522,1001,87
SC,27416,1101,84
SC,29310,1201,81
SC,31204,1301,79
SC,33098,1401,77
SC,34992,1501,75
SC,36886,1601,74
SC,38780,1701,72
SC,40674,1801,71
SC,42568,1901,69
SC,44462,2001,68
SC,46356,2101,66
SC,48250,2201,65
SC,50144,2301,64
SC,52038,2401,62
SC,53932,2501,61
SC,55826,2601,60
SC,57720,2701,59
SC,59614,2801,58
SC,61508,2901,57
SC,63402,3001,56
SC,65296,3101,55
SC,67190,3201,54
SC,69084,3301,53
SC,70978,3401,53
SC,72872,3501,52
SC,74766,3601,51
SC,76660,3701,51
SC,78554,3801,50
SC,80448,3901,49
SC,82342,4001,49
SC,84236,4101,48
SC,86130,4201,47
SC,88024,4301,47
SC,89918,4401,46
SC,91812,4501,45
SC,93706,4601,45
SC,95600,4701,44
SC,97494,4801,44
SC,99388,4901,43
SC,101282,5001,43
SC,101358,5004,43
ST,240,1,265
ST,11654,101,119
ST,20081,201,97
ST,28508,301,85
ST,36935,401,78
ST,45362,501,72
ST,53789,601,67
ST,62216,701,63
ST,70643,801,60
ST,79070,901,57
ST,87497,1001,55
ST,95924,1101,52
ST,104351,1201,50
ST,112778,1301,49
ST,121205,1401,47
ST,129632,1501,45
ST,138059,1601,43
ST,141767,1645,43
