Institute_code,Academic_program_name,OPEN_Gender_Neutral_OR,OPEN_Gender_Neutral_CR,OPEN_Female_Only_OR,OPEN_Female_Only_CR,OBC_NCL_Gender_Neutral_OR,OBC_NCL_Gender_Neutral_CR,OBC_NCL_Female_Only_OR,OBC_NCL_Female_Only_CR,SC_Gender_Neutral_OR,SC_Gender_Neutral_CR,SC_Female_Only_OR,SC_Female_Only_CR,ST_Gender_Neutral_OR,ST_Gender_Neutral_CR,ST_Female_Only_OR,ST_Female_Only_CR,Avg_branch_ctc,Seat_capacity
102,"Aerospace Engineering (4 Years, Bachelor of Technology)",778,2698,3717,4651,548,1592,1696,3693,63,956,1160,1930,231,479,369,369,21.7,69
102,"Chemical Engineering (4 Years, Bachelor of Technology)",1668,2930,3175,5532,648,1555,2067,3527,260,1042,770,1761,248,593,508,608,33.6,63
102,"Energy Engineering (4 Years, Bachelor of Technology)",2038,3039,4749,6149,1579,2011,3901,3950,676,1413,1886,1886,916,1002,1058,1058,26.8,65
102,"Civil Engineering (4 Years, Bachelor of Technology)",2536,4535,6342,8021,1242,2198,2018,4664,714,1279,1642,1960,381,499,500,934,20.7,98
102,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",2771,4691,5829,7966,1217,2503,4385,4730,879,1456,2271,2838,481,846,794,855,26.9,87
102,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",3854,5433,8211,10655,2199,3184,3971,4135,1227,1504,2319,2319,944,1011,1077,1077,32,70
102,"Chemistry (4 Years, Bachelor of Science)",5297,9100,14363,14965,2836,4040,6854,6879,1646,2357,2926,2926,1342,1403,1262,1262,22.3,88
103,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1711,3099,4905,6786,915,1498,2317,2793,585,885,1291,1665,405,508,817,817,20.6,75
103,"Data Science and Engineering (4 Years, Bachelor of Technology)",3055,4183,7669,8561,1744,1940,2989,3646,830,1340,2178,2178,556,803,1387,1387,34.1,79
103,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",3617,4317,8893,9166,1648,2008,3658,3843,1296,1357,2449,2449,597,787,1364,1364,23,95
103,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",4507,7219,11543,11910,2422,3243,4785,4942,1626,2024,3169,3169,1285,1347,1473,1473,30,97
103,"Electrical Engineering (4 Years, Bachelor of Technology)",4977,7316,9991,12511,2545,3042,3921,5664,1331,1818,2553,3020,276,806,1373,1373,30.9,88
103,"Mechanical Engineering (4 Years, Bachelor of Technology)",8072,10728,15566,17600,3253,4345,7600,7998,2061,2330,2833,3848,1125,1166,205,205,23.4,65
103,"Engineering Physics (4 Years, Bachelor of Technology)",8095,11432,18050,19000,4263,5311,8887,8887,2550,2752,3571,3571,1284,1426,110,110,32.9,86
103,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",9785,12394,18859,18991,4397,5567,9016,9016,2942,3214,3544,3544,1293,1442,239,239,32.7,91
103,"Civil Engineering (4 Years, Bachelor of Technology)",10942,14048,19750,22095,4463,5179,8650,8750,2574,2843,4229,4229,981,1128,1645,1645,20.6,67
103,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",12693,15854,21669,22220,5538,5976,8541,8641,2861,3126,4727,4727,1422,1605,1536,1536,34.4,85
103,"Bio Engineering (4 Years, Bachelor of Technology)",12632,16273,18484,21215,5936,6369,8678,8778,3240,3496,4340,4340,1631,1740,1673,1673,34.5,84
103,"BS in Chemical Sciences (4 Years, Bachelor of Science)",12667,17293,23610,24907,6207,6378,8515,8615,3388,3439,4657,4657,1452,1547,1510,1510,33.4,62
104,"Computer Science and Engineering (4 Years, Bachelor of Technology)",49,140,113,441,82,127,274,340,32,71,146,151,40,46,111,138,32.8,75
104,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",186,229,665,768,158,210,445,602,119,149,382,382,69,98,254,254,25.2,90
104,"Mathematics and Computing (4 Years, Bachelor of Technology)",234,418,498,881,216,314,512,928,117,218,584,767,113,146,289,289,28.6,78
104,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",576,575,1148,1344,397,471,1031,1149,309,352,523,523,248,255,388,388,27.7,88
104,"Electrical Engineering (4 Years, Bachelor of Technology)",546,710,1007,1821,335,584,615,1233,210,348,608,790,147,202,315,346,21,70
104,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",712,910,1976,2295,566,660,1259,1686,332,481,866,895,225,254,438,438,24.6,81
104,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",875,1277,2499,2774,654,834,1635,1935,475,662,863,863,248,302,495,495,26.4,62
104,"Mechanical Engineering (4 Years, Bachelor of Technology)",1106,1897,2920,4183,761,1140,2678,3098,153,664,990,1522,283,401,784,784,23.3,82
104,"Chemical Engineering (4 Years, Bachelor of Technology)",2053,2501,3866,5578,1192,1582,3134,3410,705,984,1294,1410,520,630,785,785,34.3,95
104,"Engineering Physics (4 Years, Bachelor of Technology)",313,2877,4910,6643,1202,2159,3810,5332,817,1334,2510,2633,977,1032,1386,1386,23.7,68
104,"Energy Engineering (4 Years, Bachelor of Technology)",2204,2998,5412,6096,1174,2161,4107,5540,1065,1453,2729,2729,668,808,1666,1666,21.3,96
104,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",2268,3397,5658,7353,1184,2569,4685,5635,1075,1584,2201,2893,790,1091,1325,1325,20.1,61
104,"Materials Engineering (4 Years, Bachelor of Technology)",3317,4169,8194,10144,2157,2753,5723,5811,1532,1616,1923,1923,924,955,1501,1501,31,73
104,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2841,4436,6692,7476,1544,2060,4267,4373,774,1132,2135,2426,512,779,882,882,22.8,94
104,"Civil Engineering (4 Years, Bachelor of Technology)",3044,4590,7732,9409,1029,2222,2323,4832,577,965,1432,1641,178,332,297,986,23.1,80
104,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3665,5733,7276,10481,1201,3027,3903,5769,1157,1670,1973,2735,771,897,1488,1488,22.5,73
104,"Textile Technology (4 Years, Bachelor of Technology)",4652,6772,10486,11989,2895,3543,5824,6480,1707,2142,2927,3250,922,1168,1691,1691,30.4,93
105,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1001,1443,2028,2826,354,506,1020,1245,256,397,481,606,161,192,233,233,32.2,84
105,"Mathematics and Computing (4 Years, Bachelor of Technology)",2043,2365,3691,4027,932,1475,1358,1779,740,1064,1816,1816,514,550,820,820,23.9,74
105,"Electrical Engineering (4 Years, Bachelor of Technology)",2265,3664,5786,7559,1376,1852,2336,3647,502,1199,1794,2317,449,548,1096,1096,28.9,70
105,"Mechanical Engineering (4 Years, Bachelor of Technology)",5085,7544,9273,14738,2617,3287,5252,5587,1369,1802,2630,3227,628,798,1274,1274,24.3,80
105,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",6318,8001,13460,14322,2669,3672,6372,6372,1932,1955,2442,2442,1188,1188,1403,1403,22.5,69
105,"Engineering Physics (4 Years, Bachelor of Technology)",5960,8289,11815,13678,3473,4280,8118,8118,2040,2317,4097,4097,1325,1325,1326,1326,22,90
105,"Chemical Engineering (4 Years, Bachelor of Technology)",7817,9834,15053,15249,3409,4421,6008,6117,2134,2327,3004,3004,1064,1141,1666,1666,34.6,60
105,"Civil Engineering (4 Years, Bachelor of Technology)",9507,11006,15006,18005,2860,4216,6617,7012,1814,2158,2869,2976,681,696,1374,1374,25.5,97
105,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",10687,12297,16440,18182,4235,4764,7031,8039,2386,2788,4208,4283,1201,1328,369,369,24.1,86
106,"Computer Science and Engineering (4 Years, Bachelor of Technology)",290,363,607,786,195,244,419,468,139,176,113,254,100,116,216,216,32.9,77
106,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",473,760,1331,1474,328,473,883,1025,251,303,579,602,173,203,596,596,26.4,73
106,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",706,1301,2282,2845,433,644,1078,1237,199,422,772,772,181,231,278,278,31,81
106,"Mathematics and Computing (4 Years, Bachelor of Science)",1053,1508,2287,3815,453,838,1657,1895,470,594,1331,1556,240,496,495,495,30.1,65
106,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1336,1649,3422,5147,791,1097,1190,1601,307,546,955,1583,256,313,593,593,32.3,87
106,"Electrical Engineering (4 Years, Bachelor of Technology)",1649,2013,3618,5045,817,1075,1323,1879,530,681,905,1095,358,421,542,542,22.2,73
106,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1950,2298,2387,5366,1149,1221,2175,2175,615,775,1479,1479,434,435,439,439,24.9,60
106,"Instrumentation Engineering (4 Years, Bachelor of Technology)",2260,2475,5734,6235,1153,1494,2410,2476,831,1078,1901,1901,638,675,1375,1375,27.9,70
106,"Mechanical Engineering (4 Years, Bachelor of Technology)",2807,3394,6576,7431,1245,1759,2947,4266,436,1055,1324,1864,519,597,815,815,30.6,62
106,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",2855,3930,7753,9170,1649,1971,2352,4214,767,1515,2576,2576,545,751,1234,1234,22,83
106,"Aerospace Engineering (4 Years, Bachelor of Technology)",3400,4775,8498,9122,1855,2299,3834,4259,960,1390,2128,2128,508,750,606,606,31.6,71
106,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",3727,5013,9776,12106,2085,2785,4597,6261,1247,1581,2240,2619,690,828,809,809,24.8,82
106,"Chemical Engineering (4 Years, Bachelor of Technology)",3111,5040,6886,9719,2001,2497,4376,4673,1118,1577,691,2149,527,818,742,742,25.8,87
106,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4629,5242,11134,12565,2626,2817,5488,5488,1457,1680,2472,2472,494,494,723,723,25.2,89
106,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",4194,5481,9626,13421,2139,2435,3866,3866,1872,2074,3093,3093,960,1028,730,730,22.7,67
106,"Economics (4 Years, Bachelor of Science)",4419,6015,11249,12767,2006,3244,4937,5729,1537,2127,3828,3828,1175,1257,1628,1628,34.3,96
106,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",4946,6425,12006,13046,2761,3303,6238,6329,1685,2002,3028,3028,934,1160,1543,1543,27,72
106,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5496,6589,10808,11667,2787,3208,4979,5813,1520,1792,2111,2111,858,878,1566,1566,21.2,72
106,"Civil Engineering (4 Years, Bachelor of Technology)",5354,7257,11327,13812,2071,3087,5204,5587,904,1606,1021,2375,525,607,766,766,23.5,65
106,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",6222,7457,10130,12982,2806,3544,6058,6593,1418,2099,2918,2982,1001,1141,1388,1388,27.5,86
106,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",5780,8320,13595,15606,3454,3769,6848,6848,2200,2283,4081,4081,1263,1263,1427,1427,22.4,62
106,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",6316,8451,12236,13431,3303,3815,3592,3592,1880,2387,3277,3277,1130,1169,1356,1356,22.8,65
106,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",7274,8785,14872,15847,3037,3291,7260,7542,1568,1875,3346,3346,607,661,1329,1329,22.1,77
106,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7884,9203,14400,15481,3621,3861,5943,7235,2284,2608,3437,3437,1159,1186,1420,1420,25,97
106,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",8152,9746,14447,16144,3396,4080,7070,7548,1973,2318,3791,3791,1236,1330,1662,1662,35,64
106,"Mining Engineering (4 Years, Bachelor of Technology)",7404,9879,16441,17727,2821,3978,6878,7378,1737,2331,3069,3383,846,1167,1576,1576,22,63
106,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2487,10004,13535,15244,3922,4467,7706,7706,1977,2695,3386,3386,1265,1285,1551,1551,35,88
106,"Physics (4 Years, Bachelor of Science)",6694,10290,14174,17381,3923,5096,8598,8610,2099,3049,2826,2826,1429,1559,153,153,28.3,83
106,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",1462,10356,16126,16526,3974,4216,6718,6880,2087,2585,2979,2979,1007,1313,1720,1720,34.9,75
106,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",8606,10717,16649,17758,4067,4662,7293,7708,2031,2735,3685,3685,1346,1370,1699,1699,23.3,81
106,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",10023,11622,17831,19262,4405,4814,8413,8413,2767,2868,4022,4022,1024,1558,1846,1846,30.2,81
106,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",10428,11815,16268,18814,4560,5091,8299,8352,2587,2897,3471,3471,1220,1391,323,323,34.8,68
106,"Exploration Geophysics (4 Years, Bachelor of Science)",9501,12467,19480,19777,4281,5476,8838,8838,2762,3340,4318,4318,1513,1540,651,651,23.8,96
106,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",11721,12846,19217,20212,4745,5255,8335,8335,2781,2908,4069,4069,1364,1364,654,654,26.3,99
106,"Chemistry (4 Years, Bachelor of Science)",9929,13541,16618,18495,3739,5605,7592,7592,2700,3195,3961,3961,1335,1451,453,453,26.1,68
106,"Applied Geology (4 Years, Bachelor of Science)",10448,14284,18588,20666,4912,5726,7342,7342,2879,3303,4044,4044,1443,1564,618,618,31.7,70
106,"Architecture (5 Years, Bachelor of Architecture)",14118,23453,17952,24742,6822,8905,7399,7399,2789,3787,4237,4237,1661,304,879,879,24.5,67
107,"Computer Science and Engineering (4 Years, Bachelor of Technology)",386,682,644,1308,170,264,606,658,118,157,303,329,15,65,125,125,28.2,88
107,"Artificial Intelligence (4 Years, Bachelor of Technology)",658,986,1685,1905,229,427,781,858,232,276,639,639,137,151,196,196,28.2,86
107,"Mathematics and Computing (4 Years, Bachelor of Technology)",1100,1252,2068,2068,549,647,1025,1025,418,465,696,696,292,292,309,309,31.2,70
107,"Computational Engineering (4 Years, Bachelor of Technology)",1322,1896,4855,4878,834,981,1332,1332,534,744,1292,1292,437,438,1028,1028,31.6,60
107,"Electrical Engineering (4 Years, Bachelor of Technology)",1275,2342,3118,3933,739,1225,1572,1829,802,898,899,1225,276,349,751,751,30.8,83
107,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",1974,2482,3801,4699,698,1291,1734,1734,607,922,1226,1226,278,446,796,796,33.4,64
107,"Engineering Science (4 Years, Bachelor of Technology)",2019,4121,5555,6166,1207,2026,2119,3417,893,1551,1982,1982,526,875,1423,1423,26.5,88
107,"Mechanical Engineering (4 Years, Bachelor of Technology)",2538,5066,7784,9539,1324,2444,3008,4266,1145,1484,2038,2126,401,630,1490,1490,34.3,75
107,"Engineering Physics (4 Years, Bachelor of Technology)",3316,5585,7817,8369,2392,2971,4803,5528,1190,1908,2987,2987,1147,1180,1467,1467,33.5,87
107,"Chemical Engineering (4 Years, Bachelor of Technology)",4921,7267,6887,11821,2594,3120,4122,4125,1719,1819,2456,2456,706,852,1054,1054,33.7,74
107,"Civil Engineering (4 Years, Bachelor of Technology)",6821,9443,10808,14251,3277,3624,4703,5047,1520,2054,2559,2588,568,752,1158,1158,28.4,73
107,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",8154,9843,13931,15065,3393,3908,5470,6237,1890,2304,2552,2552,1063,1093,1095,1095,29,96
107,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",7285,10636,11916,15252,3861,4377,6515,6515,2538,2765,3040,3040,1295,1438,1210,1210,20.5,82
107,"Biomedical Engineering (4 Years, Bachelor of Technology)",7537,11171,7953,15171,2891,4090,6316,7114,1977,2612,3096,3096,1447,1469,1221,1221,34.4,97
107,"Industrial Chemistry (4 Years, Bachelor of Technology)",9894,11465,16255,16259,3501,4585,6753,6753,2388,2559,3407,3407,1387,1417,1238,1238,34.9,75
108,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1652,2432,4357,6064,840,1387,2189,2637,493,721,1154,1466,280,391,887,887,34.6,73
108,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",2529,3522,3391,8262,1343,1898,3112,3317,930,1096,1807,2079,532,621,1058,1058,22.6,89
108,"Electrical Engineering (4 Years, Bachelor of Technology)",4228,7078,9050,11139,2590,3139,3945,5214,1578,2056,2737,2812,393,904,1306,1306,33.8,76
108,"Mechanical Engineering (4 Years, Bachelor of Technology)",8020,10440,16359,18560,3382,4269,7304,8093,2226,2529,2926,4062,1059,1136,1639,1639,32.6,69
108,"Chemical Engineering (4 Years, Bachelor of Technology)",9059,12892,16204,18351,4473,4993,8588,8692,2372,2784,3541,3598,1126,1249,145,145,34,88
108,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",10827,14586,18412,21592,4431,5313,6098,8156,2617,2786,3771,3908,955,1151,1485,1485,30.3,96
108,"Materials Engineering (4 Years, Bachelor of Technology)",13494,15777,19258,22088,5322,6198,9113,9113,2959,3439,4232,4649,1437,1547,493,493,34.3,99
108,"Physics with Specialization (4 Years, Bachelor of Science)",10645,15911,20726,23277,5739,6270,8723,8723,3305,3439,4883,4883,1525,1676,488,488,27.2,65
108,"Bio Engineering (4 Years, Bachelor of Technology)",12893,16601,21346,21886,5311,6313,8441,8829,2719,3426,4404,4404,1478,1506,706,706,20.8,92
108,"Chemistry with Specialization (4 Years, Bachelor of Science)",16267,17587,22208,24300,5749,6282,8374,8762,3377,3494,4662,4662,1338,1593,639,639,21.2,74
109,"Computer Science and Engineering (4 Years, Bachelor of Technology)",280,342,541,714,176,250,469,606,154,181,307,362,130,145,256,258,23.3,73
109,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",769,1160,2325,3786,499,784,1374,2029,351,709,1208,1228,292,440,443,443,29.3,99
109,"Statistics and Data Science (4 Years, Bachelor of Science)",886,1190,3362,4007,740,899,1177,1861,533,555,1093,1093,339,430,462,462,30.3,70
109,"Electrical Engineering (4 Years, Bachelor of Technology)",662,1431,2066,3646,555,870,1299,1941,339,663,830,1380,176,284,577,649,21.1,72
109,"Mechanical Engineering (4 Years, Bachelor of Technology)",1843,2988,6133,7271,1128,1527,2878,4163,750,1018,505,2068,414,509,790,825,27.8,60
109,"Economics (4 Years, Bachelor of Science)",2282,3785,6741,7273,1278,1703,4023,4324,1141,1483,2941,3320,244,1032,1052,1052,29.8,70
109,"Aerospace Engineering (4 Years, Bachelor of Technology)",2406,4087,6234,8999,1793,2218,4387,5171,836,1407,2115,2364,465,758,1362,1362,25,79
109,"Chemical Engineering (4 Years, Bachelor of Technology)",3011,4358,6279,8278,1893,2222,3101,4241,885,1153,1749,2159,526,720,1193,1256,33.9,77
109,"Civil Engineering (4 Years, Bachelor of Technology)",4880,6298,9605,13021,2344,3044,4924,5850,1099,1772,1856,2298,529,685,1241,1273,20.8,74
109,"Physics (4 Years, Bachelor of Science)",2810,6167,7456,14034,3244,3889,6354,7027,1904,2394,3284,3284,1351,1523,353,353,27.5,88
109,"Materials Science and Engineering (4 Years, Bachelor of Technology)",4830,7013,11050,11787,2668,3366,4720,5855,1433,2133,3241,3571,1043,1198,1450,1450,30.3,81
109,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",7172,8145,10931,12290,3455,3722,5790,6580,1705,2252,3556,3587,1194,1383,422,422,25.4,65
109,"Earth Sciences (4 Years, Bachelor of Science)",8136,11600,14433,19294,4143,5020,7692,7793,2887,3285,4383,4383,1596,1694,588,588,29.7,87
109,"Chemistry (4 Years, Bachelor of Science)",10131,11930,15187,18690,4178,5362,7756,8020,2631,2999,4029,4174,1600,1649,507,507,28.4,97
110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",291,314,485,645,204,267,398,459,182,220,238,294,177,181,194,194,28.8,91
110,"Electrical Engineering (4 Years, Bachelor of Technology)",285,1054,921,2248,255,582,784,1137,110,406,457,810,153,236,312,392,34.6,91
110,"Engineering Physics (4 Years, Bachelor of Technology)",1035,1895,2822,4734,1138,1403,1447,2106,529,1193,1488,1488,697,865,1112,1112,29.8,92
110,"Mechanical Engineering (4 Years, Bachelor of Technology)",912,2590,2825,5757,462,1269,1213,2736,324,994,777,1646,202,448,803,821,30.2,88
110,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1080,3287,9028,9028,2617,2952,7027,7027,2852,2852,4459,4459,1273,1273,920,938,25.6,96
110,"Aerospace Engineering (4 Years, Bachelor of Technology)",485,3279,4104,6032,1173,1657,3636,3737,863,1351,2231,2358,359,613,590,590,28.4,93
110,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3436,3469,6455,6455,1474,1861,3195,3195,383,383,2384,2511,879,879,743,743,21.4,90
110,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",2070,4480,5632,9571,1237,1927,3470,4548,1332,1890,1841,2584,676,1033,1183,1183,34.4,71
110,"Chemical Engineering (4 Years, Bachelor of Technology)",3218,4531,3394,6689,1438,2035,2834,3627,1089,1438,1232,1818,557,674,711,1011,26.9,98
110,"Civil Engineering (4 Years, Bachelor of Technology)",4165,6144,7758,9673,1498,2599,3327,4559,344,1503,1583,1988,93,500,633,812,23.5,99
110,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4738,6229,8756,10157,2054,2712,4211,5154,1112,1788,2182,2914,654,872,820,820,31.9,79
110,"Biological Engineering (4 Years, Bachelor of Technology)",1317,7993,4159,8614,2338,3512,5408,5712,2115,2353,2881,2881,899,1104,1213,1213,24.6,97
110,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",5379,8132,11040,14034,1913,3376,5179,5981,1747,2506,2429,3156,955,1128,1104,1104,20.5,82
110,"Biological Science (4 Years, Bachelor of Science)",7075,11185,12769,15528,3662,5074,6952,7441,2455,3127,3014,3014,1214,1335,1282,1282,30,92
111,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1396,1737,2197,2647,627,753,1505,1639,457,594,972,972,339,401,530,530,24.1,72
111,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1806,2234,3321,3321,811,903,2398,2398,576,636,933,933,376,376,1127,1127,30.3,88
111,"Artificial Intelligence (4 Years, Bachelor of Technology)",1778,2483,2898,3089,695,1217,2051,2103,575,867,1114,1114,418,420,1132,1132,29,92
111,"Electrical Engineering (4 Years, Bachelor of Technology)",2574,3982,5676,6796,1651,2163,3954,4249,959,1481,2306,2306,577,604,1167,1167,30.4,77
111,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",4188,4921,8922,8922,2351,2389,4813,4813,1548,1821,2423,2423,799,799,1641,1641,24.7,72
111,"Mechanical Engineering (4 Years, Bachelor of Technology)",4932,7326,9907,14158,2605,3467,6117,6592,1762,2117,2717,2717,819,896,1439,1439,20,75
